TransID;SymbolID;ExpertID;Prediction;Rate;TimeBefore;Decision
1325.0;S45359401;3054;1;8.260772;37;-1
1325.0;S45359401;3122;1;7.988397;37;-1
1325.0;S45359401;281;1;7.756811;39;-1
1325.0;S45359401;3118;0;NA;42;-1
1325.0;S45359401;3152;0;8.007534;43;-1
1325.0;S45359401;1793;1;NA;44;-1
1325.0;S45359401;3057;0;5.351559;56;-1
1326.0;S17646222;1259;-1;NA;0;-1
1326.0;S17646222;4401;0;NA;20;-1
1326.0;S17646222;3148;1;0.4484007;40;-1
1327.0;S14926173;3124;1;NA;0;1
1328.0;S2976264;37216;0;NA;0;-1
1329.0;S287346;401;1;0.08982827;0;0
1329.0;S287346;4348;0;0.08262108;24;0
1329.0;S287346;1660;0;0.07191316;29;0
1330.0;S144666;4103;0;0.02327961;0;1
1331.0;S8101122;3302;1;0.2065152;0;0
1331.0;S8101122;22616;0;NA;27;0
1331.0;S8101122;22616;0;NA;40;0
1332.0;S1250435;4145;1;0.3495277;0;1
1333.0;S1245996;3474;0;-0.05261377;0;1
1333.0;S1245996;22466;1;0.01408451;13;1
1333.0;S1245996;832;0;0.06141016;14;1
1333.0;S1245996;307;1;0.1090226;28;1
1334.0;S1090848;3249;1;NA;0;1
1334.0;S1090848;734;1;NA;50;1
1335.0;S1448130;3172;0;NA;0;1
1335.0;S1448130;3172;0;NA;31;1
1336.0;S3795794;8578;0;NA;0;1
1336.0;S3795794;3386;-1;-0.3488605;35;1
1337.0;S36348162;3610;1;3.253703;0;1
1337.0;S36348162;3305;1;3.427227;49;1
1338.0;S1300218;4720;1;NA;0;-1
1338.0;S1300218;3305;1;-0.5391705;28;-1
1338.0;S1300218;3139;1;NA;29;-1
1339.0;S110280;1275;0;0.1336155;0;0
1339.0;S110280;4636;1;0.1651871;22;0
1339.0;S110280;1410;1;0.1595547;26;0
1339.0;S110280;759;1;0.1545567;27;0
1339.0;S110280;3260;1;0.2070283;29;0
1339.0;S110280;591;0;0.1997819;50;0
1340.0;S30584221;1700;0;NA;0;-1
1340.0;S30584221;1700;0;NA;40;-1
1340.0;S30584221;1700;0;NA;48;-1
1340.0;S30584221;1700;0;NA;50;-1
1341.0;S8101122;4644;1;0.1056043;0;0
1341.0;S8101122;22616;0;NA;6;0
1341.0;S8101122;3406;1;0.1737089;7;0
1341.0;S8101122;3302;1;0.1540681;26;0
1341.0;S8101122;22616;0;NA;59;0
1342.0;S3089516;229;-1;NA;0;0
1343.0;S25183201;1239;0;NA;0;-1
1343.0;S25183201;1641;1;0.2722646;37;-1
1343.0;S25183201;2073;0;NA;39;-1
1343.0;S25183201;932;-1;-0.1967871;39;-1
1343.0;S25183201;527;-1;-0.1239892;40;-1
1343.0;S25183201;2144;1;0.2286689;41;-1
1343.0;S25183201;3130;0;0.128591;42;-1
1343.0;S25183201;942;1;0.3783598;45;-1
1343.0;S25183201;942;1;0.4184397;48;-1
1344.0;S1564262;3082;1;0.4475072;0;0
1344.0;S1564262;1182;1;NA;31;0
1344.0;S1564262;861;-1;NA;32;0
1344.0;S1564262;4813;1;1.783577;33;0
1344.0;S1564262;3084;1;2.22714;40;0
1344.0;S1564262;3126;0;1.522272;41;0
1344.0;S1564262;1831;1;1.945867;50;0
1344.0;S1564262;3054;0;1.133789;53;0
1344.0;S1564262;4813;1;NA;54;0
1345.0;S368977;3621;1;0.4014839;0;0
1345.0;S368977;713;1;0.2369312;2;0
1345.0;S368977;22167;0;NA;4;0
1345.0;S368977;3621;1;NA;14;0
1345.0;S368977;342;0;0.1531242;35;0
1346.0;S66694;1862;0;NA;0;1
1346.0;S66694;1097;1;NA;18;1
1346.0;S66694;1785;1;0.05195363;22;1
1346.0;S66694;4407;1;0.1914218;29;1
1346.0;S66694;1852;1;NA;29;1
1346.0;S66694;629;1;0.3429752;46;1
1347.0;S9729131;3908;0;0.4982729;0;0
1347.0;S9729131;1662;1;1.00935;48;0
1348.0;S4177747;1931;1;0.1702128;0;0
1348.0;S4177747;882;0;0.08510638;0;0
1348.0;S4177747;1218;0;0.06382979;0;0
1349.0;S31817100;1156;0;-0.01134051;0;1
1349.0;S31817100;4401;0;-0.04186321;15;1
1349.0;S31817100;223;1;NA;31;1
1349.0;S31817100;3302;-1;-0.01878329;33;1
1350.0;S45359401;1187;-1;4.018746;0;1
1350.0;S45359401;3057;0;5.881326;2;1
1350.0;S45359401;1793;1;7.39404;20;1
1350.0;S45359401;3134;1;0.3736902;36;1
1350.0;S45359401;3122;1;9.169492;37;1
1350.0;S45359401;3122;0;8.819967;40;1
1350.0;S45359401;1736;1;7.837971;40;1
1350.0;S45359401;3122;1;8.317928;44;1
1350.0;S45359401;3122;0;4.768177;47;1
1350.0;S45359401;1793;1;6.128219;49;1
1351.0;S20763182;1784;1;0.1569267;0;1
1352.0;S4394365;1794;1;0.1510084;0;0
1352.0;S4394365;308;-1;0.05661882;47;0
1352.0;S4394365;1491;0;-0.001298312;48;0
1353.0;S34290123;22616;0;NA;0;0
1353.0;S34290123;3302;1;NA;37;0
1354.0;S29326176;740;1;0.1706102;0;0
1354.0;S29326176;3662;0;0.120797;0;0
1354.0;S29326176;14866;1;0.3449564;0;0
1354.0;S29326176;356;1;0.3851891;4;0
1354.0;S29326176;3662;0;NA;19;0
1354.0;S29326176;8593;0;NA;23;0
1354.0;S29326176;740;1;0.3162018;42;0
1355.0;S1250670;3644;1;0.2760352;0;1
1356.0;S368977;1871;1;0.2520868;0;-1
1356.0;S368977;770;1;0.2826679;17;-1
1356.0;S368977;3621;1;0.1522299;42;-1
1356.0;S368977;22167;0;NA;42;-1
1356.0;S368977;713;1;0.1204482;47;-1
1357.0;S36074187;3908;1;0.2496746;0;0
1357.0;S36074187;4338;1;0.3277792;0;0
1357.0;S36074187;1955;1;0.4569536;4;0
1357.0;S36074187;4175;1;0.4774282;11;0
1357.0;S36074187;3922;1;0.2117874;23;0
1357.0;S36074187;3653;0;0.07554417;32;0
1357.0;S36074187;15026;0;-0.08687712;49;0
1357.0;S36074187;3261;1;0.3796909;53;0
1357.0;S36074187;4286;0;0.1494253;54;0
1358.0;S2262101;4357;1;0.1388958;0;-1
1358.0;S2262101;430;0;0.1270629;18;-1
1358.0;S2262101;342;0;0.0840825;24;-1
1358.0;S2262101;14866;1;0.2110043;25;-1
1358.0;S2262101;3485;1;0.2083005;26;-1
1358.0;S2262101;684;0;NA;38;-1
1358.0;S2262101;3864;0;NA;44;-1
1359.0;S46781105;1712;0;0.0409325;0;1
1360.0;S2715023;2247;0;0.02249489;0;-1
1361.0;S29454106;4555;0;NA;0;0
1361.0;S29454106;3452;1;1.142886;32;0
1361.0;S29454106;1662;0;0.9049263;45;0
1362.0;S15635118;1164;0;NA;0;-1
1363.0;S184996;3610;0;NA;0;-1
1364.0;S585182;4640;1;NA;0;0
1364.0;S585182;4716;1;NA;22;0
1364.0;S585182;3365;0;NA;37;0
1365.0;S4092276;859;1;0.1885111;0;1
1365.0;S4092276;6086;1;0.1968085;11;1
1365.0;S4092276;859;0;0.1470282;19;1
1365.0;S4092276;3526;1;0.2435688;22;1
1365.0;S4092276;15014;1;NA;24;1
1365.0;S4092276;2149;1;0.2776877;26;1
1365.0;S4092276;3296;1;0.206705;26;1
1365.0;S4092276;441;1;0.1690147;27;1
1365.0;S4092276;3296;1;0.2044394;27;1
1365.0;S4092276;1645;1;0.6670834;28;1
1365.0;S4092276;4441;0;0.08722833;28;1
1365.0;S4092276;3938;1;NA;29;1
1365.0;S4092276;3193;1;0.2302215;29;1
1365.0;S4092276;2243;1;0.1216725;29;1
1365.0;S4092276;859;1;0.1628317;37;1
1366.0;S385049;7393;1;NA;0;1
1367.0;S30199191;4624;0;NA;0;1
1367.0;S30199191;727;0;0.06382979;35;1
1367.0;S30199191;3107;-1;-0.233364;45;1
1367.0;S30199191;3830;1;NA;55;1
1368.0;S4262777;1188;1;0.7650582;0;0
1368.0;S4262777;828;1;0.9448835;32;0
1369.0;S46582110;2188;1;0.2595293;0;1
1370.0;S14191145;629;1;0.1310085;0;0
1370.0;S14191145;3319;0;0.1241146;9;0
1370.0;S14191145;3502;0;0.00873231;10;0
1370.0;S14191145;1502;1;0.06782107;14;0
1370.0;S14191145;4857;0;-0.04761905;14;0
1370.0;S14191145;629;1;0.08225108;14;0
1370.0;S14191145;1911;0;-0.03805211;15;0
1370.0;S14191145;4550;1;0.1741423;15;0
1370.0;S14191145;4021;-1;NA;19;0
1370.0;S14191145;4138;0;-0.03752132;19;0
1370.0;S14191145;3319;0;0.01827312;24;0
1370.0;S14191145;3426;0;0.01272752;29;0
1370.0;S14191145;4550;1;0.1830202;38;0
1370.0;S14191145;1792;1;0.1138959;40;0
1370.0;S14191145;4138;0;0.08520311;51;0
1371.0;S753071;1096;1;NA;0;-1
1371.0;S753071;949;0;NA;2;-1
1372.0;S27897285;1700;1;0.3677266;0;-1
1372.0;S27897285;1700;1;0.2805157;21;-1
1372.0;S27897285;1700;1;0.3183942;23;-1
1372.0;S27897285;1700;1;0.3028872;31;-1
1372.0;S27897285;1700;1;0.2959385;34;-1
1373.0;S24359139;4117;1;0.2957746;0;0
1373.0;S24359139;3632;0;0.09636469;26;0
1373.0;S24359139;3668;1;NA;46;0
1373.0;S24359139;3157;0;0.1950287;46;0
1373.0;S24359139;527;0;0.08349267;46;0
1373.0;S24359139;3164;1;0.3815789;49;0
1373.0;S24359139;4893;1;NA;49;0
1373.0;S24359139;222;1;0.4745308;51;0
1373.0;S24359139;3111;1;0.3289037;52;0
1374.0;S2838216;1700;1;0.2323797;0;0
1374.0;S2838216;1700;1;0.3500663;19;0
1374.0;S2838216;22747;1;0.3119024;21;0
1374.0;S2838216;3273;1;0.299976;21;0
1374.0;S2838216;4458;0;0.08568451;32;0
1374.0;S2838216;1700;1;0.2924311;35;0
1374.0;S2838216;1700;1;0.2772839;42;0
1374.0;S2838216;1700;1;0.2857767;49;0
1374.0;S2838216;1700;1;0.3049512;52;0
1374.0;S2838216;4349;1;0.2980807;53;0
1375.0;S1473661;4641;1;0.2173012;0;-1
1376.0;S6419125;4035;0;NA;0;-1
1376.0;S6419125;1157;1;0.2032932;39;-1
1376.0;S6419125;530;0;0.09184329;48;-1
1377.0;S1370961;4222;0;NA;0;1
1377.0;S1370961;3479;1;NA;45;1
1378.0;S9774119;4255;1;0.254974;0;1
1378.0;S9774119;1192;1;0.1645267;41;1
1379.0;S11027212;15014;1;0.1512134;0;0
1379.0;S11027212;3526;0;0.08830846;17;0
1379.0;S11027212;4362;1;NA;24;0
1379.0;S11027212;3526;1;0.05136678;33;0
1379.0;S11027212;370;1;0.2801078;61;0
1380.0;S45359401;281;0;6.264228;0;-1
1380.0;S45359401;603;1;7.047542;24;-1
1380.0;S45359401;281;1;NA;25;-1
1380.0;S45359401;4513;1;NA;27;-1
1380.0;S45359401;1831;-1;NA;32;-1
1380.0;S45359401;1736;0;NA;34;-1
1380.0;S45359401;3152;0;4.882699;34;-1
1380.0;S45359401;281;1;NA;38;-1
1380.0;S45359401;3134;1;6.785996;38;-1
1380.0;S45359401;3057;0;5.532977;40;-1
1380.0;S45359401;1793;1;6.280466;44;-1
1381.0;S30990203;3502;1;NA;0;1
1381.0;S30990203;606;-1;NA;0;1
1382.0;S27897285;1700;1;0.2187195;0;-1
1382.0;S27897285;1700;1;0.2382368;8;-1
1382.0;S27897285;1700;1;0.2116317;29;-1
1382.0;S27897285;1700;1;0.2205045;35;-1
1382.0;S27897285;769;0;0.1235955;40;-1
1382.0;S27897285;1700;1;0.2155592;42;-1
1382.0;S27897285;1700;1;0.205594;43;-1
1382.0;S27897285;1700;1;0.3153856;53;-1
1383.0;S29454106;3892;-1;0.2357206;0;-1
1383.0;S29454106;4138;0;0.286548;18;-1
1383.0;S29454106;3452;1;0.5896492;19;-1
1383.0;S29454106;15026;0;0.439466;36;-1
1384.0;S33313171;2186;0;0.1041009;0;1
1384.0;S33313171;941;0;0.08695652;24;1
1384.0;S33313171;3115;1;NA;34;1
1384.0;S33313171;3124;1;0.4137606;34;1
1384.0;S33313171;4328;-1;NA;35;1
1385.0;S4576574;1346;1;0.06358382;0;-1
1385.0;S4576574;3937;0;0.05820106;52;-1
1386.0;S2880851;291;0;0.08036891;0;1
1387.0;S4222150;3457;0;0.0571523;0;0
1387.0;S4222150;1054;-1;-0.06229069;17;0
1387.0;S4222150;3431;-1;-0.05945583;28;0
1388.0;S39271195;1710;1;0.4573906;0;-1
1388.0;S39271195;282;1;0.5323817;31;-1
1388.0;S39271195;1710;1;0.4311927;34;-1
1388.0;S39271195;1710;1;0.4140904;41;-1
1389.0;S585182;707;1;NA;0;0
1390.0;S379380;4178;1;0.1338745;0;0
1390.0;S379380;286;0;-0.008012209;4;0
1390.0;S379380;286;0;0.08695652;13;0
1390.0;S379380;1524;1;NA;28;0
1390.0;S379380;735;1;0.1558021;50;0
1391.0;S1039689;598;1;NA;0;-1
1392.0;S32606160;151461;1;0.5638963;0;1
1392.0;S32606160;2129;0;NA;31;1
1392.0;S32606160;4591;0;NA;35;1
1392.0;S32606160;151461;1;0.5055922;37;1
1392.0;S32606160;756;0;0.1065399;38;1
1392.0;S32606160;2259;1;NA;39;1
1392.0;S32606160;151461;1;0.3546639;43;1
1392.0;S32606160;4433;1;0.2102078;46;1
1392.0;S32606160;151461;1;0.3812155;46;1
1392.0;S32606160;1638;1;0.2552854;48;1
1393.0;S1038485;3091;1;0.4695493;0;0
1393.0;S1038485;3372;1;0.4341391;31;0
1393.0;S1038485;4098;1;0.4922799;31;0
1393.0;S1038485;3323;1;0.6102154;32;0
1393.0;S1038485;3656;0;0.3034961;33;0
1393.0;S1038485;757;0;0.3418342;33;0
1393.0;S1038485;3656;0;0.3386986;51;0
1394.0;S1367196;1188;1;2.612099;0;0
1395.0;S2690874;3393;1;2.399756;0;0
1395.0;S2690874;1702;1;2.721029;38;0
1396.0;S1918469;3236;0;3.297677;0;1
1396.0;S1918469;4338;1;4.016848;51;1
1396.0;S1918469;606;1;4.166604;51;1
1396.0;S1918469;459;0;3.775441;55;1
1396.0;S1918469;3757;1;NA;60;1
1397.0;S45137137;3172;0;NA;0;0
1397.0;S45137137;3302;1;0.1296882;56;0
1397.0;S45137137;4256;1;0.1183913;56;0
1398.0;S18020147;4343;1;0.2520101;0;-1
1398.0;S18020147;8593;1;0.1735777;8;-1
1398.0;S18020147;14750;0;0.1581292;9;-1
1398.0;S18020147;1162;1;0.3053971;10;-1
1398.0;S18020147;4347;1;0.09261186;31;-1
1398.0;S18020147;3693;1;0.3071201;52;-1
1398.0;S18020147;3775;1;0.3731911;53;-1
1398.0;S18020147;4315;0;0.004546896;55;-1
1398.0;S18020147;2284;1;NA;56;-1
1398.0;S18020147;290;1;0.3549202;59;-1
1399.0;S18020147;1162;1;0.1941904;0;-1
1399.0;S18020147;290;1;NA;46;-1
1399.0;S18020147;3258;0;0.08551441;52;-1
1400.0;S8101122;1351;1;0.1633044;0;0
1401.0;S3562364;1702;0;0.1558021;0;1
1401.0;S3562364;1702;0;0.1660448;23;1
1401.0;S3562364;1702;0;0.1569053;35;1
1402.0;S27897285;1700;1;0.4737911;0;1
1402.0;S27897285;1700;1;0.6087804;17;1
1402.0;S27897285;1700;1;0.3581523;36;1
1402.0;S27897285;1700;1;0.3625886;48;1
1403.0;S4258978;14896;0;0.09024833;0;0
1404.0;S34211132;3480;-1;0.04545455;0;0
1404.0;S34211132;4375;1;0.3258427;8;0
1404.0;S34211132;14960;1;0.06315118;10;0
1404.0;S34211132;1839;1;0.1151619;27;0
1404.0;S34211132;3608;-1;-0.2510619;32;0
1405.0;S34211132;1262;0;NA;0;-1
1406.0;S20763182;2116;1;0.1056996;0;1
1406.0;S20763182;1049;0;NA;11;1
1406.0;S20763182;931;0;NA;20;1
1406.0;S20763182;3124;0;0.04157472;36;1
1407.0;S43958155;1712;1;0.2546138;0;-1
1408.0;S29800192;3636;1;0.1470608;0;-1
1408.0;S29800192;3673;1;0.1390473;16;-1
1408.0;S29800192;14907;1;0.1145585;18;-1
1408.0;S29800192;3461;1;0.1904762;20;-1
1408.0;S29800192;1892;1;0.1101589;21;-1
1408.0;S29800192;3054;1;0.1296354;21;-1
1408.0;S29800192;1732;1;0.2381669;22;-1
1408.0;S29800192;1527;1;0.1679608;23;-1
1408.0;S29800192;1831;1;0.2082353;23;-1
1408.0;S29800192;930;1;0.1921255;23;-1
1408.0;S29800192;1462;1;0.2265524;24;-1
1408.0;S29800192;4237;1;0.2220381;25;-1
1408.0;S29800192;3673;1;0.2427506;25;-1
1408.0;S29800192;603;1;0.2594564;26;-1
1408.0;S29800192;3082;0;NA;27;-1
1408.0;S29800192;1793;1;0.2722427;27;-1
1408.0;S29800192;8729;1;0.3292923;28;-1
1408.0;S29800192;3636;1;0.3292923;28;-1
1408.0;S29800192;1462;1;0.3292923;28;-1
1408.0;S29800192;3854;1;0.2463944;29;-1
1408.0;S29800192;4447;1;0.3131655;29;-1
1408.0;S29800192;603;1;0.1573662;29;-1
1408.0;S29800192;15087;1;0.3417536;30;-1
1408.0;S29800192;1181;0;NA;30;-1
1408.0;S29800192;3348;1;0.3113837;31;-1
1408.0;S29800192;22523;1;0.2681033;32;-1
1408.0;S29800192;1892;1;NA;49;-1
1409.0;S25239156;2312;1;0.3007405;0;0
1410.0;S1235160;3526;0;0.08564536;0;0
1410.0;S1235160;3497;0;0.01355333;15;0
1410.0;S1235160;3014;1;0.375;34;0
1411.0;S4336995;2137;0;NA;0;1
1412.0;S39831415;1455;1;1.341939;0;1
1412.0;S39831415;11004;1;1.377875;24;1
1412.0;S39831415;3636;1;NA;25;1
1412.0;S39831415;477;0;NA;26;1
1412.0;S39831415;338;1;NA;40;1
1413.0;S3093687;4963;0;0.0328068;0;1
1413.0;S3093687;2121;1;0.2150668;0;1
1413.0;S3093687;3633;0;0.02710414;1;1
1413.0;S3093687;11075;0;0.02593331;3;1
1413.0;S3093687;765;0;-0.08831909;4;1
1413.0;S3093687;3633;0;0.1061947;27;1
1414.0;S8195195;4640;0;0.1083312;0;-1
1414.0;S8195195;12195;0;0.07913669;52;-1
1415.0;S4069791;8663;1;0.09938434;0;-1
1415.0;S4069791;731;1;NA;18;-1
1415.0;S4069791;8663;1;0.1034483;37;-1
1416.0;S5494120;3833;1;0.2341326;0;1
1416.0;S5494120;3833;1;0.227222;24;1
1416.0;S5494120;1721;1;0.3759762;24;1
1416.0;S5494120;1207;1;0.06990014;31;1
1417.0;S36586316;1700;0;NA;0;1
1417.0;S36586316;3342;1;0.1266408;9;1
1417.0;S36586316;1700;0;NA;10;1
1417.0;S36586316;864;0;0.1343899;21;1
1417.0;S36586316;1700;0;NA;22;1
1417.0;S36586316;1700;0;NA;28;1
1417.0;S36586316;1700;0;NA;30;1
1417.0;S36586316;864;0;-0.5303557;33;1
1417.0;S36586316;1700;0;NA;39;1
1417.0;S36586316;1700;0;NA;46;1
1417.0;S36586316;1260;1;0.3656259;56;1
1418.0;S27414253;3105;1;NA;0;1
1418.0;S27414253;2208;0;NA;3;1
1418.0;S27414253;3104;1;1.79216;23;1
1418.0;S27414253;4657;0;NA;35;1
1418.0;S27414253;922;0;1.138452;38;1
1418.0;S27414253;458;1;1.691247;40;1
1418.0;S27414253;3117;1;1.636323;41;1
1418.0;S27414253;342;0;NA;41;1
1418.0;S27414253;3119;0;1.551281;41;1
1418.0;S27414253;3115;0;NA;41;1
1418.0;S27414253;3864;1;1.410987;42;1
1418.0;S27414253;303;0;1.411943;44;1
1418.0;S27414253;881;-1;0.5420861;45;1
1418.0;S27414253;736;0;1.570143;45;1
1418.0;S27414253;3105;1;NA;47;1
1418.0;S27414253;2208;0;NA;50;1
1418.0;S27414253;3104;0;1.665931;50;1
1418.0;S27414253;3116;1;1.938044;51;1
1418.0;S27414253;342;0;1.387161;51;1
1418.0;S27414253;3178;0;1.032614;54;1
1419.0;S25239156;1645;1;1.650313;0;1
1419.0;S25239156;4441;1;0.242341;27;1
1419.0;S25239156;1645;0;NA;38;1
1420.0;S2023109;11075;0;NA;0;1
1421.0;S30592235;1700;1;0.1189437;0;-1
1421.0;S30592235;1700;1;0.16171;25;-1
1421.0;S30592235;1700;1;0.16171;25;-1
1421.0;S30592235;1700;1;0.1504832;30;-1
1421.0;S30592235;1700;1;0.1490291;40;-1
1421.0;S30592235;1700;1;0.2703252;50;-1
1421.0;S30592235;1700;1;0.2703252;50;-1
1421.0;S30592235;3278;1;-0.08622691;56;-1
1421.0;S30592235;1700;0;NA;56;-1
1422.0;S2026475;3737;1;-0.1099163;0;0
1423.0;S37045169;1954;1;0.09243697;0;-1
1423.0;S37045169;1872;1;NA;33;-1
1424.0;S10502119;871;1;0.2371134;0;1
1424.0;S10502119;3907;0;NA;32;1
1424.0;S10502119;2263;1;0.2709417;52;1
1424.0;S10502119;13263;1;NA;57;1
1425.0;S30885142;1230;1;1.365282;0;-1
1425.0;S30885142;3208;0;NA;25;-1
1425.0;S30885142;29084;-1;0.30775;31;-1
1425.0;S30885142;833;0;1.06379;34;-1
1425.0;S30885142;759;0;1.029264;36;-1
1425.0;S30885142;26616;0;0.9827586;40;-1
1425.0;S30885142;1230;1;1.423708;49;-1
1426.0;S14670347;426;1;0.2631579;0;0
1426.0;S14670347;1709;1;0.2827988;14;0
1426.0;S14670347;3752;1;NA;15;0
1426.0;S14670347;4477;1;0.3497653;19;0
1426.0;S14670347;1498;0;0.2128563;21;0
1426.0;S14670347;1481;0;NA;21;0
1426.0;S14670347;2208;1;NA;21;0
1426.0;S14670347;2241;1;0.3059701;22;0
1426.0;S14670347;3568;1;NA;22;0
1426.0;S14670347;3165;1;0.2437811;22;0
1426.0;S14670347;1049;1;NA;22;0
1426.0;S14670347;4249;0;NA;23;0
1426.0;S14670347;1661;1;0.3924051;23;0
1426.0;S14670347;3560;0;NA;23;0
1426.0;S14670347;3077;1;0.4366021;24;0
1426.0;S14670347;3112;1;0.3741412;24;0
1426.0;S14670347;3150;0;0.145767;26;0
1426.0;S14670347;2116;1;0.4829142;27;0
1426.0;S14670347;1709;1;0.4184397;27;0
1426.0;S14670347;1784;1;0.4012739;28;0
1426.0;S14670347;1481;0;NA;30;0
1426.0;S14670347;1049;1;0.4475271;32;0
1426.0;S14670347;3106;0;0.04615385;34;0
1426.0;S14670347;1709;1;0.2925969;44;0
1426.0;S14670347;1493;1;0.1778563;51;0
1426.0;S14670347;3077;1;0.3466042;55;0
1427.0;S33204245;3985;0;NA;0;1
1427.0;S33204245;4197;0;0.1398176;13;1
1427.0;S33204245;3972;0;NA;41;1
1427.0;S33204245;2066;0;0.0130246;49;1
1428.0;S46998151;1712;1;0.2827091;0;0
1428.0;S46998151;3892;1;0.3740038;23;0
1428.0;S46998151;1712;1;0.1770861;26;0
1428.0;S46998151;1712;1;0.2345679;37;0
1428.0;S46998151;1662;1;0.3400834;45;0
1429.0;S686568;1858;1;NA;0;1
1430.0;S37942103;3151;1;0.1844332;0;-1
1430.0;S37942103;629;0;NA;20;-1
1430.0;S37942103;3645;1;0.1206897;20;-1
1430.0;S37942103;1662;0;NA;25;-1
1430.0;S37942103;14866;1;0.1623811;26;-1
1430.0;S37942103;528;1;0.1929559;53;-1
1431.0;S12434156;1069;1;NA;0;0
1432.0;S2620997;3878;0;NA;0;0
1433.0;S94311056;1158;1;0.1814773;0;0
1433.0;S94311056;1078;1;NA;3;0
1433.0;S94311056;1716;1;7.674788;9;0
1433.0;S94311056;3117;1;NA;12;0
1433.0;S94311056;2146;1;0.1178713;21;0
1433.0;S94311056;3105;1;0.4223778;26;0
1433.0;S94311056;3138;1;0.1808419;26;0
1433.0;S94311056;1716;1;0.1727645;30;0
1433.0;S94311056;3084;1;0.367382;32;0
1433.0;S94311056;303;1;NA;34;0
1433.0;S94311056;4459;0;0.0696127;37;0
1433.0;S94311056;4562;1;0.3004258;41;0
1433.0;S94311056;3110;1;NA;41;0
1433.0;S94311056;3104;1;NA;44;0
1433.0;S94311056;3127;1;7.350731;47;0
1433.0;S94311056;3864;1;-0.108272;50;0
1433.0;S94311056;2296;1;NA;50;0
1434.0;S35777158;1712;1;0.1801731;0;-1
1435.0;S2172183;693;1;NA;0;0
1436.0;S2645309;3636;1;0.1614402;0;0
1436.0;S2645309;1704;1;-0.2611747;5;0
1436.0;S2645309;3084;0;0.02583587;13;0
1436.0;S2645309;3636;1;0.1359334;14;0
1436.0;S2645309;4153;0;NA;16;0
1436.0;S2645309;3057;1;0.1976048;17;0
1436.0;S2645309;3854;1;0.1755168;20;0
1436.0;S2645309;281;1;0.1535402;23;0
1436.0;S2645309;3012;1;0.2256974;29;0
1436.0;S2645309;4309;0;-0.007765315;38;0
1436.0;S2645309;338;0;0.03537532;38;0
1436.0;S2645309;930;0;0.1494253;39;0
1436.0;S2645309;281;1;0.1154011;42;0
1436.0;S2645309;3636;1;0.1583012;42;0
1436.0;S2645309;3854;1;0.2012012;42;0
1436.0;S2645309;3014;0;0.1154011;42;0
1436.0;S2645309;3154;0;0.01565806;43;0
1436.0;S2645309;1831;1;NA;43;0
1436.0;S2645309;3012;1;0.2272535;43;0
1436.0;S2645309;3052;1;0.1800699;47;0
1436.0;S2645309;4153;0;NA;48;0
1436.0;S2645309;3054;0;0.1872146;51;0
1437.0;S35262136;839;1;0.1342407;0;1
1437.0;S35262136;24651;1;NA;0;1
1437.0;S35262136;3853;1;0.2195122;35;1
1437.0;S35262136;1230;1;0.2158914;38;1
1437.0;S35262136;1553;1;0.2559809;47;1
1437.0;S35262136;3853;1;0.2559809;47;1
1437.0;S35262136;1721;1;0.1468902;50;1
1437.0;S35262136;4744;0;0.1287013;52;1
1437.0;S35262136;2094;1;0.07287167;55;1
1438.0;S80102;407;1;0.7786171;0;1
1439.0;S24639118;4551;0;0.0199351;0;0
1439.0;S24639118;1698;0;NA;16;0
1439.0;S24639118;4551;0;0.07966628;22;0
1439.0;S24639118;867;1;0.07925258;40;0
1439.0;S24639118;1865;0;NA;42;0
1440.0;S1086098;740;0;0.08890215;0;0
1440.0;S1086098;740;0;0.08069164;62;0
1441.0;S48372115;3588;1;NA;0;-1
1441.0;S48372115;3610;0;NA;2;-1
1441.0;S48372115;684;1;NA;43;-1
1442.0;S536481;587;0;-0.733137;0;0
1442.0;S536481;3881;0;-0.7607435;0;0
1442.0;S536481;1329;0;-0.7239348;0;0
1443.0;S38927421;1533;1;0.2052731;0;0
1443.0;S38927421;1731;0;NA;0;0
1443.0;S38927421;440;1;0.4312618;0;0
1443.0;S38927421;1271;0;0.1299435;0;0
1443.0;S38927421;2188;1;0.3182674;0;0
1443.0;S38927421;3007;1;0.3559322;0;0
1443.0;S38927421;338;1;0.2806026;0;0
1443.0;S38927421;3097;1;0.3182674;0;0
1443.0;S38927421;3883;1;0.2429379;0;0
1443.0;S38927421;3049;1;0.2052731;0;0
1443.0;S38927421;3568;0;NA;3;0
1443.0;S38927421;1476;1;0.3312451;6;0
1444.0;S30331217;3644;1;0.1709287;0;1
1444.0;S30331217;3383;1;0.3457997;32;1
1444.0;S30331217;3383;1;0.2160229;51;1
1444.0;S30331217;876;1;0.1665955;57;1
1444.0;S30331217;4224;1;0.2383009;58;1
1445.0;S42169153;4213;1;0.1829803;0;-1
1445.0;S42169153;4715;1;0.1715175;23;-1
1445.0;S42169153;4574;1;NA;30;-1
1446.0;S4218276;847;1;0.07625793;0;0
1446.0;S4218276;4348;0;-0.04184591;59;0
1447.0;S2140495;8593;0;NA;0;1
1448.0;S1956391;3367;0;NA;0;1
1448.0;S1956391;4412;0;-0.1564067;54;1
1449.0;S48769203;3519;1;0.1822975;0;1
1449.0;S48769203;1160;0;NA;9;1
1449.0;S48769203;3519;1;0.1119039;18;1
1449.0;S48769203;3972;0;NA;19;1
